Species,Individual,Position,Shape,Depth,Association,Habitat,Mode,SL.px,Amp,Wobble,G,GJ,Dpost,Dant,alphaPost,alphaAnt,d,CBL,ASquishAnt,ASquishPost,ABoneL,ABoneR,PercSquish,PercSquishBL
L.armatus,1,50,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,1349,,,,,0.011798009,0.011820718,64.83297714,60.93948555,0.002676798,0.019175662,5.88E-05,5.34E-05,4.80E-05,3.86E-05,0.771403706,
L.armatus,1,60,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,1349,,,,,0.010973849,0.010990131,58.83373207,64.35448565,0.002307268,0.018335597,4.69E-05,5.34E-05,3.08E-05,4.85E-05,0.790469895,
L.armatus,1,70,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,1349,,,,,0.010019913,0.010047991,57.17329979,61.25053764,0.002280584,0.017642419,4.23E-05,4.59E-05,3.38E-05,3.43E-05,0.772544201,
L.armatus,1,80,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,1349,,,,,0.010168101,0.010185167,58.60656037,66.19562812,0.001370645,0.016811015,3.92E-05,4.60E-05,3.30E-05,4.08E-05,0.865049535,
L.armatus,1,90,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,1349,,,,,0.009819756,0.009825779,62.41479052,70.73568558,0.00182696,0.015022993,3.40E-05,3.98E-05,3.03E-05,2.98E-05,0.814429715,
L.armatus,2,30,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,4023,,,,,0.017614105,0.050525736,84.12913894,117.9004828,0.001570152,0.022595401,0.000284126,8.56E-05,9.65E-05,0.000228908,0.880106095,
L.armatus,2,40,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,4023,,,,,0.016192435,0.040236103,125.855565,102.036665,0.015377871,0.027569595,0.000206919,3.55E-06,9.43E-06,3.95E-05,0.232681239,
L.armatus,2,50,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,4023,,,,,0.01662566,0.050309625,66.5367618,104.4619469,0.00108722,0.024441102,0.000313031,0.000105316,9.71E-05,0.000313729,0.982002844,
L.armatus,2,60,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,4023,,,,,0.015339095,0.04619416,70.91522658,105.604772,0.001570254,0.02154374,0.000272266,8.23E-05,7.61E-05,0.000255697,0.935941483,
L.armatus,2,70,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,4023,,,,,0.015247907,0.046073092,74.27798386,115.4517855,0.001230543,0.02087649,0.000235148,7.67E-05,7.42E-05,0.000217151,0.934176484,
L.armatus,2,80,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,4023,,,,,0.013885995,0.042594497,70.75737371,116.1504098,0.001015473,0.01997094,0.000193971,6.73E-05,6.70E-05,0.000175258,0.92714931,
L.armatus,2,90,Tadpole,156,Demersal,Sandy Intertidal,Pectoral,4023,,,,,0.013713363,0.037407555,79.97359303,104.7714307,0.000945095,0.017621831,0.00018204,5.59E-05,5.75E-05,0.000161265,0.919453437,
L.macrochirus,1,40,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1570,0.027777778,,,,0.018827405,0.028734365,115.4130231,51.34813779,0.020321166,0.035110155,0.000242372,9.17E-06,5.87E-05,0.000138461,0.78401169,0.784011691
L.macrochirus,1,50,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1570,0.034722222,,,,0.017592127,0.025614699,109.055492,42.66379902,0.021270987,0.033300801,0.000194554,9.88E-06,4.49E-05,0.000150721,0.956674864,0.956674864
L.macrochirus,1,60,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1570,0.041666667,,,,0.019222423,0.027202442,125.7665986,34.50934325,0.018356308,0.035594128,0.000192519,9.92E-06,1.76E-05,0.000142602,0.791267975,0.791267975
L.macrochirus,1,70,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1570,0.048611111,,,,0.01799415,0.025838147,119.0565477,36.01786802,0.018540847,0.036377427,0.000218316,1.08E-05,2.95E-05,0.000164616,0.847206985,0.847206985
L.macrochirus,1,80,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1570,0.055555556,,,,0.017618222,0.025448862,119.4438667,38.93076259,0.018882692,0.034469905,0.000200875,8.88E-06,2.52E-05,0.000145596,0.814467605,0.814467605
L.macrochirus,1,90,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1570,0.0625,,,,0.015168837,0.022388919,123.4696753,38.66947506,0.016893979,0.032253229,0.00018525,7.22E-06,2.45E-05,0.000138442,0.846629966,0.846629966
L.macrochirus,2,40,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1732,0.027777778,,,,0.015733539,0.022804197,128.5563926,49.07089506,0.014003297,0.026833397,0.000127559,5.41E-06,6.53E-07,5.34E-06,0.045087697,0.045087697
L.macrochirus,2,50,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1732,0.034722222,,,,0.01642302,0.024695597,125.5011976,52.12133862,0.014195921,0.030137338,0.00017941,1.04E-05,1.15E-05,2.07E-06,0.071411532,0.071411532
L.macrochirus,2,60,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1732,0.041666667,,,,0.015786914,0.025051702,124.412492,63.56122386,0.015399178,0.0282119,0.000169251,1.09E-05,1.55E-05,2.34E-05,0.215941331,0.215941331
L.macrochirus,2,70,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1732,0.048611111,,,,0.016416082,0.024910582,128.7696021,57.3979905,0.013695768,0.028958597,0.000169012,9.17E-06,2.81E-06,9.98E-06,0.071786,0.071786
L.macrochirus,2,80,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1732,0.055555556,,,,0.015782422,0.023367096,119.4829726,51.26759085,0.014163207,0.028599623,0.000155994,9.50E-06,6.34E-06,9.72E-07,0.044175773,0.044175773
L.macrochirus,2,90,Fish,15,Benthopelagic,Nearshore Pelagic,Caudal,1732,0.0625,,,,0.012959842,0.019579448,130.9044389,48.81439657,0.012779635,0.025097319,0.000124791,5.39E-06,6.88E-07,3.61E-05,0.282960428,0.282960428
L.sagitta,1,20,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3433.2,0.023214273,0.518716759,-1583119.66,0.000571365,0.007521703,0.007547163,67.9770395,65.35211097,0.001737917,0.011411083,2.22E-05,2.09E-05,1.75E-05,1.56E-05,0.768707237,0.768707237
L.sagitta,1,30,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3433.2,0.022763537,0.474329668,-607806.5938,0.000582385,0.008277561,0.008291679,73.92918601,71.03678883,0.001910296,0.011298633,2.41E-05,2.27E-05,1.69E-05,1.90E-05,0.769877332,0.769877332
L.sagitta,1,40,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3433.2,0.022711979,0.429942578,367506.4725,0.000593404,0.008555966,0.00856537,71.41217308,67.99558685,0.002376791,0.012277873,2.70E-05,2.53E-05,1.85E-05,1.93E-05,0.721384635,0.721384635
L.sagitta,1,50,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3433.2,0.031335062,0.385555487,1342819.539,0.000604424,0.008895717,0.009027993,81.10761675,68.90086095,0.002228107,0.011740162,2.94E-05,2.31E-05,1.94E-05,1.99E-05,0.749059307,0.749059307
L.sagitta,1,60,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3433.2,0.038380157,0.341168397,2318132.605,0.000615443,0.009196772,0.009203885,73.04011325,76.6629112,0.00288705,0.011942808,2.64E-05,2.85E-05,1.54E-05,2.22E-05,0.685830208,0.685830208
L.sagitta,1,70,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3433.2,0.043430727,0.296781306,3293445.671,0.000626462,0.008571554,0.008573814,86.05622088,64.88896921,0.002342492,0.01127055,2.88E-05,1.95E-05,1.43E-05,2.09E-05,0.726747945,0.726747945
L.sagitta,1,80,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3433.2,0.051400769,0.252394216,4268758.738,0.000637482,0.00894792,0.00894792,74.30926268,68.62097353,0.002070848,0.012437376,2.93E-05,2.64E-05,2.09E-05,2.19E-05,0.768880208,0.768880208
L.sagitta,1,90,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3433.2,0.070146204,0.208007125,5244071.804,0.000648501,0.008334148,0.008335035,73.11082437,67.83882726,0.001653872,0.0118104,2.58E-05,2.34E-05,1.91E-05,2.06E-05,0.808426374,0.808426374
L.sagitta,2,20,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3434.277,0.023214273,0.518716759,-1583119.66,0.000571365,0.007264181,0.007276335,66.01413075,73.37501472,0.002156152,0.010405759,1.77E-05,2.02E-05,1.24E-05,1.42E-05,0.702684491,0.702684491
L.sagitta,2,30,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3434.277,0.022763537,0.474329668,-607806.5938,0.000582385,0.008251853,0.008269943,74.12553351,79.98512536,0.00228578,0.010382827,2.04E-05,2.25E-05,1.45E-05,1.66E-05,0.723687206,0.723687206
L.sagitta,2,40,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3434.277,0.022711979,0.429942578,367506.4725,0.000593404,0.008512867,0.008664378,73.39355718,82.18903238,0.002678029,0.010604942,2.15E-05,2.43E-05,1.54E-05,1.62E-05,0.689909777,0.689909777
L.sagitta,2,50,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3434.277,0.031335062,0.385555487,1342819.539,0.000604424,0.008789742,0.008904395,71.74262771,84.96565733,0.002740618,0.010896472,2.16E-05,2.67E-05,1.53E-05,1.81E-05,0.690737371,0.690737371
L.sagitta,2,60,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3434.277,0.038380157,0.341168397,2318132.605,0.000615443,0.008249146,0.008283209,71.89443075,76.36250184,0.002887911,0.010896859,2.18E-05,2.34E-05,1.47E-05,1.47E-05,0.650698027,0.650698027
L.sagitta,2,70,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3434.277,0.043430727,0.296781306,3293445.671,0.000626462,0.008235977,0.008304405,74.2487434,73.8855054,0.00279144,0.010883327,2.29E-05,2.24E-05,1.50E-05,1.50E-05,0.662652546,0.662652546
L.sagitta,2,80,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3434.277,0.051400769,0.252394216,4268758.738,0.000637482,0.007672414,0.007679586,70.21635502,73.41656032,0.001751072,0.010587493,1.98E-05,2.09E-05,1.66E-05,1.48E-05,0.771857318,0.771857318
L.sagitta,2,90,Elongate,425,Benthopelagic,Sandy Subtidal,Pectoral,3434.277,0.070146204,0.208007125,5244071.804,0.000648501,0.006878809,0.006879567,71.36957413,58.29141107,0.001991686,0.010939493,2.12E-05,1.64E-05,1.37E-05,1.30E-05,0.710683394,0.710683394
M.polyacanth,1,30,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2484.5,,,,,0.018573855,0.032592535,74.98440641,38.6211105,0.002434492,0.019148855,0.000228338,9.54E-05,0.000128154,0.00022375,1.086848993,1.086848993
M.polyacanth,1,40,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2484.5,0.0285633,,,,0.019352422,0.047139113,80.37435875,92.27072547,0.002839989,0.021513569,0.000318574,0.000110601,8.91E-05,0.000324684,0.964250114,0.964250114
M.polyacanth,1,50,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2484.5,0.03125385,,,,0.018640351,0.057763124,70.39595399,139.8769324,0.002461862,0.024548436,0.00021346,0.000123134,9.50E-05,0.00020967,0.905054589,0.905054589
M.polyacanth,1,60,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2484.5,0.04700778,,,,0.018486827,0.05667481,73.72473481,159.4798006,0.002316132,0.024069579,0.000109079,0.000113795,9.69E-05,9.06E-05,0.841264556,0.841264556
M.polyacanth,1,70,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2484.5,0.05947134,,,,0.017374871,0.052746671,78.44377935,148.5399063,0.002889824,0.021942932,0.000147299,9.23E-05,7.54E-05,0.000145497,0.921616393,0.921616393
M.polyacanth,1,80,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2484.5,0.06883186,,,,0.01532045,0.049103576,71.85134575,139.1456707,0.002631156,0.021291547,0.000163413,8.10E-05,6.50E-05,0.00015592,0.903903552,0.903903552
M.polyacanth,1,90,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2484.5,0.09159209,,,,0.014603254,0.045595705,68.47145618,130.307807,0.002250756,0.020305998,0.000162468,7.78E-05,5.16E-05,0.000193454,1.01963694,1.019636939
M.polyacanth,2,40,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2058,0.0285633,,,,0.013359944,0.036751111,129.0571944,92.79299586,0.015639567,0.025146871,0.000216656,7.43E-06,2.09E-05,2.37E-05,0.199205472,0.199205472
M.polyacanth,2,50,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2058,0.03125385,,,,0.016809713,0.044072725,103.9939993,112.2700991,0.017509956,0.029223625,0.000227447,1.43E-05,4.72E-05,1.77E-05,0.268710643,0.268710643
M.polyacanth,2,60,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2058,0.04700778,,,,0.015529841,0.042075406,171.8804864,113.9974715,0.018087221,0.02798742,0.000230409,2.30E-06,4.60E-05,6.94E-05,0.496027911,0.496027911
M.polyacanth,2,70,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2058,0.05947134,,,,0.01554605,0.041351941,126.0890854,107.2972574,0.016677715,0.027558486,0.000223664,1.06E-05,3.53E-05,3.11E-05,0.283524331,0.283524331
M.polyacanth,2,80,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2058,0.06883186,,,,0.013377095,0.040497828,120.3607924,111.4264078,0.013911457,0.026403996,0.000214628,7.88E-06,1.91E-05,3.04E-05,0.222291529,0.222291529
M.polyacanth,2,90,Tadpole,775,Demersal,Sandy Subtidal,Pectoral,2058,0.09159209,,,,0.013231019,0.037639907,120.2118188,108.2926311,0.014767227,0.024842759,0.000187559,7.71E-06,1.82E-05,1.20E-05,0.154352428,0.154352428
O.elong,1,20,Fusiform,475,Demersal,Rocky Subtidal,Caudal,3274,,,,,0.008470926,0.022765837,66.37208792,80.7606057,0.002408693,0.011259769,9.78E-05,2.12E-05,3.30E-05,4.43E-05,0.649897882,0.649897882
O.elong,1,30,Fusiform,475,Demersal,Rocky Subtidal,Caudal,3274,0.01313524,,,,0.011235135,0.034561064,69.17811679,124.13618,0.00284554,0.015088628,0.000107481,4.58E-05,3.33E-05,9.37E-05,0.828988327,0.828988326
O.elong,1,40,Fusiform,475,Demersal,Rocky Subtidal,Caudal,3274,0.0176104,,,,0.012378882,0.03307931,78.14818951,105.1076108,0.003258903,0.015002606,0.000136873,4.67E-05,3.79E-05,0.000111577,0.81433939,0.81433939
O.elong,1,50,Fusiform,475,Demersal,Rocky Subtidal,Caudal,3274,0.02228868,,,,0.01275056,0.031867951,81.73623439,98.77370453,0.00337044,0.014917346,0.000136324,4.69E-05,3.40E-05,0.000123096,0.857566202,0.857566202
O.elong,1,60,Fusiform,475,Demersal,Rocky Subtidal,Caudal,3274,0.03233806,,,,0.012384734,0.033923367,75.16543535,109.2764384,0.003201738,0.015366821,0.000131376,4.97E-05,3.58E-05,0.000120741,0.864828662,0.864828662
O.elong,1,70,Fusiform,475,Demersal,Rocky Subtidal,Caudal,3274,0.04053324,,,,0.011575617,0.032876716,74.54285634,107.8654211,0.003709734,0.015602261,0.000130321,4.40E-05,3.15E-05,0.000111765,0.822118994,0.822118994
O.elong,1,80,Fusiform,475,Demersal,Rocky Subtidal,Caudal,3274,0.04790183,,,,0.01071464,0.031287634,72.67878902,103.8462589,0.002597278,0.014520409,0.000127797,3.90E-05,3.33E-05,0.000106703,0.839190312,0.839190312
O.elong,1,90,Fusiform,475,Demersal,Rocky Subtidal,Caudal,3274,0.06169496,,,,0.010145366,0.031272844,72.1151223,111.9520196,0.003003483,0.014440646,0.000115101,3.53E-05,2.70E-05,9.55E-05,0.814080786,0.814080786
O.elong,2,20,Fusiform,475,Demersal,Rocky Subtidal,Caudal,1472,,,,,0.009075454,0.013200522,118.0072807,55.3130253,0.009716514,0.014203449,3.58E-05,2.92E-06,8.99E-06,2.19E-05,0.797818438,0.797818438
O.elong,2,30,Fusiform,475,Demersal,Rocky Subtidal,Caudal,1472,0.01313524,,,,0.011176187,0.015726052,118.031698,41.64870586,0.010072294,0.020415426,7.39E-05,7.96E-06,1.23E-05,2.59E-05,0.467214524,0.467214524
O.elong,2,40,Fusiform,475,Demersal,Rocky Subtidal,Caudal,1472,0.0176104,,,,0.011148157,0.015503953,128.676086,46.55856858,0.010334368,0.019674697,7.56E-05,8.19E-06,9.89E-06,7.10E-06,0.202761728,0.202761728
O.elong,2,50,Fusiform,475,Demersal,Rocky Subtidal,Caudal,1472,0.02228868,,,,0.012102641,0.017583273,126.9041036,51.89950919,0.011062063,0.021705703,9.99E-05,1.13E-05,2.17E-05,1.59E-05,0.338450358,0.338450358
O.elong,2,60,Fusiform,475,Demersal,Rocky Subtidal,Caudal,1472,0.03233806,,,,0.012468516,0.01838559,136.8290697,57.03915218,0.011049819,0.021339145,9.80E-05,8.43E-06,1.31E-05,1.62E-05,0.275199947,0.275199947
O.elong,2,70,Fusiform,475,Demersal,Rocky Subtidal,Caudal,1472,0.04053324,,,,0.012055177,0.017674158,134.7749169,56.79099693,0.01142957,0.020530705,9.28E-05,9.51E-06,1.37E-05,7.65E-06,0.208137347,0.208137347
O.elong,2,80,Fusiform,475,Demersal,Rocky Subtidal,Caudal,1472,0.04790183,,,,0.011159139,0.016802176,128.749199,56.60138151,0.010203371,0.020239308,8.75E-05,7.43E-06,3.75E-06,1.13E-05,0.158292876,0.158292876
O.elong,2,90,Fusiform,475,Demersal,Rocky Subtidal,Caudal,1472,0.06169496,,,,0.009819981,0.016275668,121.200116,59.87305168,0.010495354,0.019429148,8.57E-05,6.16E-06,9.92E-06,2.01E-05,0.326444047,0.326444047
P.chirus,1,20,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4713.1,,,,,0.010872091,0.011032128,90.50526123,61.3759155,0.00218864,0.014566699,5.13E-05,2.93E-05,3.51E-05,2.94E-05,0.801173279,0.801173279
P.chirus,1,30,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4713.1,,,,,0.010454248,0.010470735,64.92068055,79.02909313,0.001962106,0.014491896,3.31E-05,4.27E-05,2.72E-05,3.46E-05,0.814624889,0.814624889
P.chirus,1,40,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4713.1,,,,,0.009837266,0.00984027,70.4550419,76.20110183,0.001388893,0.013151846,3.05E-05,3.42E-05,2.27E-05,3.29E-05,0.85900958,0.85900958
P.chirus,1,50,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4713.1,,,,,0.009915822,0.009939084,65.72510228,91.30345715,0.002006948,0.012444684,2.39E-05,3.79E-05,2.13E-05,2.82E-05,0.801606011,0.801606011
P.chirus,1,60,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4713.1,,,,,0.00977747,0.009782181,62.27465877,93.50538665,0.002657058,0.012609685,2.22E-05,3.95E-05,2.12E-05,2.37E-05,0.728686283,0.728686283
P.chirus,1,70,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4713.1,,,,,0.008626828,0.008697444,59.42786268,83.59977796,0.001809849,0.012204916,2.06E-05,3.23E-05,1.62E-05,2.59E-05,0.795432421,0.795432421
P.chirus,1,80,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4713.1,,,,,0.008007563,0.008052388,58.16186508,87.96759037,0.001890475,0.011346854,1.66E-05,2.88E-05,1.59E-05,1.89E-05,0.766010769,0.766010769
P.chirus,1,90,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4713.1,,,,,0.00683641,0.007161539,62.6139338,69.10549229,0.001930311,0.010698826,1.86E-05,1.91E-05,1.52E-05,1.21E-05,0.726001383,0.726001383
P.chirus,2,20,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4589,,,,,0.011878405,0.011878405,65.36568285,102.397936,0.001692811,0.014018305,2.83E-05,5.49E-05,3.70E-05,3.52E-05,0.866996881,0.866996881
P.chirus,2,30,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4589,,,,,0.011078612,0.011088603,66.67778168,95.03198845,0.002672129,0.013477807,2.81E-05,4.66E-05,2.90E-05,2.81E-05,0.764535862,0.764535862
P.chirus,2,40,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4589,,,,,0.01101538,0.011024143,60.65947937,108.3042451,0.002190931,0.013385628,2.18E-05,5.18E-05,2.67E-05,3.22E-05,0.801011778,0.801011778
P.chirus,2,50,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4589,,,,,0.010318926,0.010319794,62.65111971,96.49243351,0.002750731,0.012953583,2.36E-05,4.32E-05,2.75E-05,2.15E-05,0.733523988,0.733523988
P.chirus,2,60,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4589,,,,,0.010285488,0.010285589,73.00253841,85.58145358,0.002361101,0.012416394,2.81E-05,3.57E-05,2.85E-05,2.08E-05,0.771477607,0.771477607
P.chirus,2,70,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4589,,,,,0.009091823,0.009106469,55.04898766,99.46715863,0.002593082,0.012484005,1.72E-05,3.96E-05,2.26E-05,1.81E-05,0.714101379,0.714101379
P.chirus,2,80,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4589,,,,,0.008017945,0.008036333,51.58716945,85.60560434,0.001631231,0.012609135,1.74E-05,3.30E-05,2.09E-05,1.93E-05,0.797462011,0.797462011
P.chirus,2,90,Laterally compressed,12,Demersal,Nearshore,Anguiliform,4589,,,,,0.007767939,0.007769008,56.49951224,92.05799149,0.002099804,0.010888767,1.46E-05,2.76E-05,1.37E-05,1.71E-05,0.730408054,0.730408054
P.laeta,1,20,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4389,0.021587116,0.160561739,138461.3653,0.000568277,0.010045486,0.010059326,61.91502761,103.3146535,0.001111871,0.01229092,1.99E-05,4.20E-05,2.63E-05,2.88E-05,0.890519421,0.890519421
P.laeta,1,30,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4389,0.025238401,0.211247333,343402.5469,0.000551213,0.011082703,0.011101397,74.87387815,102.0035874,0.001066302,0.011668621,2.48E-05,4.00E-05,2.62E-05,3.25E-05,0.904892187,0.904892187
P.laeta,1,40,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4389,0.040406705,0.261932928,548343.7284,0.00053415,0.01050952,0.010529642,62.22575692,99.63817782,0.00131765,0.013143251,2.34E-05,4.57E-05,2.97E-05,3.08E-05,0.875992839,0.875992839
P.laeta,1,50,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4389,0.048563063,0.312618523,753284.9099,0.000517087,0.011099949,0.011133106,64.00866788,104.1795603,0.001465875,0.013189415,2.41E-05,4.93E-05,2.84E-05,3.54E-05,0.869361416,0.869361416
P.laeta,1,60,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4389,0.053264908,0.363304117,958226.0914,0.000500023,0.011140278,0.011222841,63.12789221,105.4660178,0.00193249,0.013254461,2.39E-05,5.05E-05,3.26E-05,2.91E-05,0.829677422,0.829677422
P.laeta,1,70,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4389,0.062129704,0.413989712,1163167.273,0.00048296,0.010754092,0.010876395,68.75840643,98.72882739,0.001623582,0.012407995,2.53E-05,4.18E-05,3.25E-05,2.47E-05,0.853007019,0.853007019
P.laeta,1,80,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4389,0.082305932,0.464675307,1368108.454,0.000465897,0.009339016,0.009343486,62.32991316,98.84523928,0.00125769,0.011679566,1.87E-05,3.59E-05,2.42E-05,2.30E-05,0.865658665,0.865658665
P.laeta,1,90,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4389,0.106424349,0.515360902,1573049.636,0.000448833,0.007990566,0.008135129,51.00369744,105.5115114,0.001213799,0.011287029,1.26E-05,3.35E-05,1.96E-05,2.02E-05,0.863585827,0.863585827
P.laeta,2,20,Laterally compressed,73,Demersal,Nearshore,Anguiliform,3548,0.021587116,0.160561739,138461.3653,0.000568277,0.009520543,0.009570739,58.17194514,95.4177256,0.001160787,0.01283068,2.08E-05,4.06E-05,2.40E-05,3.01E-05,0.880240803,0.880240803
P.laeta,2,30,Laterally compressed,73,Demersal,Nearshore,Anguiliform,3548,0.025238401,0.211247333,343402.5469,0.000551213,0.010127097,0.010127265,59.54916159,115.1325976,0.001640361,0.011956878,1.62E-05,4.43E-05,2.09E-05,2.98E-05,0.838157507,0.838157507
P.laeta,2,40,Laterally compressed,73,Demersal,Nearshore,Anguiliform,3548,0.040406705,0.261932928,548343.7284,0.00053415,0.009512256,0.009514637,53.6391595,118.6480492,0.00190622,0.012219498,1.34E-05,4.46E-05,2.31E-05,2.34E-05,0.801381801,0.801381801
P.laeta,2,50,Laterally compressed,73,Demersal,Nearshore,Anguiliform,3548,0.048563063,0.312618523,753284.9099,0.000517087,0.009883098,0.009889995,53.77180427,118.5098351,0.00180415,0.012632395,1.45E-05,4.78E-05,2.33E-05,2.76E-05,0.817645588,0.817645588
P.laeta,2,60,Laterally compressed,73,Demersal,Nearshore,Anguiliform,3548,0.053264908,0.363304117,958226.0914,0.000500023,0.009684953,0.009685535,54.51833646,110.8770577,0.001474848,0.012726369,1.61E-05,4.55E-05,2.47E-05,2.76E-05,0.847987534,0.847987534
P.laeta,2,70,Laterally compressed,73,Demersal,Nearshore,Anguiliform,3548,0.062129704,0.413989712,1163167.273,0.00048296,0.008965643,0.00896565,58.15365216,91.18349707,0.000917742,0.012443643,1.97E-05,3.61E-05,2.26E-05,2.75E-05,0.897599947,0.897599947
P.laeta,2,80,Laterally compressed,73,Demersal,Nearshore,Anguiliform,3548,0.082305932,0.464675307,1368108.454,0.000465897,0.00746748,0.007470982,47.15663862,111.3190224,0.002119504,0.011081879,9.49E-06,3.18E-05,1.55E-05,1.40E-05,0.715785343,0.715785343
P.laeta,2,90,Laterally compressed,73,Demersal,Nearshore,Anguiliform,3548,0.106424349,0.515360902,1573049.636,0.000448833,0.005946594,0.005959898,41.69338143,100.2403225,0.001510931,0.010213623,7.19E-06,2.32E-05,1.39E-05,8.84E-06,0.747880087,0.747880087
P.laeta,3,20,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4132.8,0.021587116,0.160561739,138461.3653,0.000568277,0.009702616,0.009947389,69.1689906,92.92482812,0.001848988,0.011594138,2.35E-05,3.39E-05,2.17E-05,2.54E-05,0.820766322,0.820766322
P.laeta,3,30,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4132.8,0.025238401,0.211247333,343402.5469,0.000551213,0.00938814,0.009454232,67.67756934,96.28410106,0.001708473,0.011163864,2.00E-05,3.27E-05,1.99E-05,2.34E-05,0.821491921,0.821491921
P.laeta,3,40,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4132.8,0.040406705,0.261932928,548343.7284,0.00053415,0.010388965,0.010394631,65.2074405,106.3685479,0.001706155,0.011948754,2.02E-05,4.17E-05,2.50E-05,2.67E-05,0.835934025,0.835934025
P.laeta,3,50,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4132.8,0.048563063,0.312618523,753284.9099,0.000517087,0.010451827,0.010455214,66.50779209,93.90213032,0.001614402,0.012831576,2.55E-05,4.14E-05,2.87E-05,2.79E-05,0.846154881,0.846154881
P.laeta,3,60,Laterally compressed,73,Demersal,Nearshore,Anguiliform,4132.8,0.053264908,0.363304117,958226.0914,0.000500023,0.010346496,0.010346496,65.86604038,99.53221393,0.001422764,0.012268004,2.24E-05,4.11E-05,2.30E-05,3.17E-05,0.862491309,0.862491309
